# timestamp tx ty tz qx qy qz qw
694 0.401560 -1.220256 1.400629 -0.086251 -0.092754 -0.092725 0.987603
695 0.396719 -1.220006 1.400747 -0.086308 -0.092591 -0.092573 0.987628
696 0.391879 -1.219756 1.400864 -0.086352 -0.092463 -0.092453 0.987647
697 0.387038 -1.219493 1.400978 -0.086384 -0.092371 -0.092366 0.987661
698 0.382201 -1.219176 1.401074 -0.086404 -0.092315 -0.092314 0.987669
699 0.377363 -1.218859 1.401170 -0.086410 -0.092296 -0.092296 0.987672
700 0.372526 -1.218542 1.401266 -0.086392 -0.092298 -0.092294 0.987674
701 0.367688 -1.218225 1.401362 -0.086338 -0.092303 -0.092289 0.987678
702 0.362855 -1.217848 1.401434 -0.086250 -0.092311 -0.092281 0.987686
703 0.358022 -1.217458 1.401501 -0.086127 -0.092322 -0.092269 0.987697
704 0.353189 -1.217069 1.401568 -0.085969 -0.092337 -0.092255 0.987711
705 0.348357 -1.216679 1.401635 -0.085779 -0.092355 -0.092237 0.987727
706 0.343527 -1.216252 1.401684 -0.085556 -0.092376 -0.092216 0.987746
707 0.338701 -1.215784 1.401714 -0.085300 -0.092400 -0.092192 0.987769
708 0.333875 -1.215316 1.401744 -0.085013 -0.092426 -0.092165 0.987793
709 0.329049 -1.214848 1.401774 -0.084695 -0.092456 -0.092136 0.987821
710 0.324224 -1.214366 1.401796 -0.084346 -0.092489 -0.092103 0.987851
711 0.319407 -1.213813 1.401779 -0.083967 -0.092524 -0.092067 0.987883
712 0.314590 -1.213260 1.401762 -0.083559 -0.092562 -0.092029 0.987917
713 0.309773 -1.212707 1.401744 -0.083122 -0.092603 -0.091988 0.987954
714 0.304956 -1.212154 1.401727 -0.082657 -0.092646 -0.091945 0.987993
715 0.300149 -1.211520 1.401658 -0.082164 -0.092692 -0.091898 0.988034
716 0.295344 -1.210875 1.401581 -0.081644 -0.092740 -0.091850 0.988077
717 0.290539 -1.210230 1.401505 -0.081097 -0.092791 -0.091798 0.988122
718 0.285735 -1.209585 1.401429 -0.080525 -0.092844 -0.091744 0.988169
719 0.280940 -1.208873 1.401304 -0.079927 -0.092900 -0.091688 0.988218
720 0.276152 -1.208127 1.401155 -0.079304 -0.092957 -0.091630 0.988268
721 0.271362 -1.207382 1.401005 -0.078657 -0.093017 -0.091569 0.988320
722 0.266574 -1.206637 1.400856 -0.077986 -0.093080 -0.091506 0.988373
723 0.261797 -1.205833 1.400659 -0.077292 -0.093144 -0.091440 0.988427
724 0.257030 -1.204977 1.400419 -0.076575 -0.093210 -0.091373 0.988483
725 0.252263 -1.204122 1.400180 -0.075836 -0.093278 -0.091303 0.988540
726 0.247497 -1.203266 1.399941 -0.075076 -0.093349 -0.091231 0.988598
727 0.242745 -1.202352 1.399648 -0.074295 -0.093421 -0.091157 0.988657
728 0.238008 -1.201375 1.399297 -0.073493 -0.093494 -0.091082 0.988717
729 0.233272 -1.200397 1.398947 -0.072672 -0.093570 -0.091004 0.988778
730 0.228536 -1.199420 1.398597 -0.071832 -0.093647 -0.090924 0.988839
731 0.223822 -1.198369 1.398172 -0.070973 -0.093726 -0.090843 0.988901
732 0.219128 -1.197255 1.397686 -0.070095 -0.093807 -0.090760 0.988964
733 0.214434 -1.196143 1.397200 -0.069201 -0.093889 -0.090675 0.989027
734 0.209740 -1.195029 1.396713 -0.068289 -0.093972 -0.090588 0.989090
735 0.205089 -1.193805 1.396106 -0.067361 -0.094057 -0.090500 0.989154
736 0.200453 -1.192540 1.395456 -0.066417 -0.094144 -0.090410 0.989218
737 0.195817 -1.191276 1.394805 -0.065458 -0.094231 -0.090319 0.989282
738 0.191188 -1.190000 1.394142 -0.064485 -0.094320 -0.090226 0.989346
739 0.186633 -1.188569 1.393298 -0.063497 -0.094410 -0.090132 0.989409
740 0.182077 -1.187138 1.392454 -0.062495 -0.094501 -0.090037 0.989473
741 0.177522 -1.185706 1.391611 -0.061481 -0.094594 -0.089940 0.989537
742 0.173027 -1.184175 1.390644 -0.060454 -0.094687 -0.089841 0.989600
743 0.168581 -1.182562 1.389578 -0.059416 -0.094781 -0.089742 0.989663
744 0.164134 -1.180948 1.388511 -0.058366 -0.094876 -0.089641 0.989725
745 0.159714 -1.179299 1.387399 -0.057306 -0.094972 -0.089540 0.989787
746 0.155411 -1.177492 1.386082 -0.056235 -0.095069 -0.089437 0.989849
747 0.151109 -1.175684 1.384766 -0.055155 -0.095167 -0.089333 0.989910
748 0.146806 -1.173877 1.383449 -0.054066 -0.095265 -0.089228 0.989970
749 0.142683 -1.171876 1.381870 -0.052968 -0.095364 -0.089123 0.990029
750 0.138565 -1.169867 1.380281 -0.051863 -0.095463 -0.089016 0.990087
751 0.134448 -1.167858 1.378692 -0.050750 -0.095563 -0.088909 0.990145
752 0.130532 -1.165674 1.376852 -0.049631 -0.095663 -0.088801 0.990202
753 0.126646 -1.163464 1.374975 -0.048505 -0.095764 -0.088692 0.990258
754 0.122760 -1.161254 1.373098 -0.047374 -0.095866 -0.088583 0.990312
755 0.119119 -1.158873 1.370962 -0.046238 -0.095967 -0.088473 0.990366
756 0.115507 -1.156471 1.368794 -0.045098 -0.096069 -0.088362 0.990419
757 0.111896 -1.154069 1.366626 -0.043954 -0.096171 -0.088251 0.990470
758 0.108596 -1.151494 1.364179 -0.042806 -0.096273 -0.088139 0.990520
759 0.105297 -1.148918 1.361731 -0.041656 -0.096375 -0.088028 0.990569
760 0.102051 -1.146320 1.359242 -0.040503 -0.096478 -0.087915 0.990617
761 0.099087 -1.143598 1.356536 -0.039349 -0.096580 -0.087803 0.990664
762 0.096124 -1.140877 1.353831 -0.038194 -0.096682 -0.087690 0.990709
763 0.093278 -1.138115 1.351048 -0.037039 -0.096785 -0.087577 0.990753
764 0.090655 -1.135278 1.348119 -0.035884 -0.096887 -0.087465 0.990795
765 0.088031 -1.132441 1.345190 -0.034729 -0.096989 -0.087352 0.990836
766 0.085580 -1.129559 1.342163 -0.033576 -0.097090 -0.087239 0.990876
767 0.083280 -1.126638 1.339050 -0.032425 -0.097191 -0.087126 0.990914
768 0.080980 -1.123717 1.335937 -0.031276 -0.097292 -0.087013 0.990951
769 0.078882 -1.120757 1.332724 -0.030130 -0.097393 -0.086901 0.990987
770 0.076871 -1.117780 1.329468 -0.028988 -0.097493 -0.086788 0.991021
771 0.074859 -1.114804 1.326212 -0.027850 -0.097593 -0.086676 0.991054
772 0.073046 -1.111799 1.322867 -0.026717 -0.097692 -0.086565 0.991085
773 0.071273 -1.108789 1.319505 -0.025589 -0.097790 -0.086453 0.991115
774 0.069501 -1.105779 1.316142 -0.024466 -0.097888 -0.086343 0.991143
775 0.067899 -1.102752 1.312710 -0.023351 -0.097985 -0.086232 0.991170
776 0.066315 -1.099723 1.309270 -0.022242 -0.098081 -0.086123 0.991195
777 0.064732 -1.096695 1.305831 -0.021141 -0.098177 -0.086014 0.991219
778 0.063279 -1.093659 1.302341 -0.020048 -0.098272 -0.085905 0.991242
779 0.061837 -1.090622 1.298847 -0.018964 -0.098366 -0.085798 0.991263
780 0.060395 -1.087585 1.295353 -0.017889 -0.098459 -0.085691 0.991283
781 0.059043 -1.084546 1.291825 -0.016824 -0.098551 -0.085585 0.991302
782 0.057703 -1.081507 1.288292 -0.015770 -0.098642 -0.085480 0.991319
783 0.056362 -1.078468 1.284760 -0.014726 -0.098732 -0.085377 0.991335
784 0.055074 -1.075431 1.281207 -0.013695 -0.098820 -0.085274 0.991350
785 0.053800 -1.072393 1.277649 -0.012675 -0.098908 -0.085172 0.991364
786 0.052526 -1.069356 1.274091 -0.011668 -0.098995 -0.085072 0.991376
787 0.051276 -1.066321 1.270522 -0.010675 -0.099080 -0.084972 0.991387
788 0.050039 -1.063287 1.266947 -0.009695 -0.099164 -0.084874 0.991397
789 0.048802 -1.060253 1.263373 -0.008730 -0.099246 -0.084778 0.991406
790 0.047572 -1.057222 1.259794 -0.007780 -0.099327 -0.084683 0.991414
791 0.046350 -1.054194 1.256210 -0.006845 -0.099407 -0.084589 0.991421
792 0.045127 -1.051165 1.252626 -0.005927 -0.099486 -0.084497 0.991427
793 0.043904 -1.048138 1.249041 -0.005025 -0.099562 -0.084406 0.991432
794 0.042677 -1.045116 1.245453 -0.004141 -0.099638 -0.084318 0.991436
795 0.041450 -1.042094 1.241866 -0.003275 -0.099711 -0.084230 0.991439
796 0.040224 -1.039071 1.238278 -0.002427 -0.099783 -0.084145 0.991442
797 0.038980 -1.036055 1.234692 -0.001598 -0.099853 -0.084062 0.991444
798 0.037736 -1.033039 1.231104 -0.000789 -0.099922 -0.083980 0.991445
799 0.036491 -1.030023 1.227518 0.000000 -0.099989 -0.083901 0.991445
800 0.035228 -1.027012 1.223934 0.000770 -0.100066 -0.083833 0.991443
801 0.033957 -1.024002 1.220350 0.001521 -0.100164 -0.083786 0.991436
802 0.032686 -1.020993 1.216767 0.002255 -0.100284 -0.083760 0.991424
803 0.031402 -1.017986 1.213186 0.002972 -0.100425 -0.083755 0.991409
804 0.030098 -1.014984 1.209609 0.003671 -0.100586 -0.083769 0.991389
805 0.028795 -1.011981 1.206031 0.004353 -0.100769 -0.083804 0.991365
806 0.027488 -1.008980 1.202455 0.005018 -0.100971 -0.083858 0.991336
807 0.026152 -1.005984 1.198884 0.005667 -0.101194 -0.083931 0.991304
808 0.024816 -1.002988 1.195314 0.006300 -0.101437 -0.084023 0.991267
809 0.023480 -0.999992 1.191744 0.006916 -0.101699 -0.084134 0.991227
810 0.022119 -0.997000 1.188179 0.007516 -0.101981 -0.084262 0.991183
811 0.020753 -0.994010 1.184615 0.008101 -0.102281 -0.084409 0.991135
812 0.019386 -0.991019 1.181051 0.008670 -0.102601 -0.084574 0.991083
813 0.018007 -0.988032 1.177490 0.009224 -0.102939 -0.084756 0.991027
814 0.016616 -0.985046 1.173932 0.009763 -0.103295 -0.084955 0.990968
815 0.015225 -0.982060 1.170373 0.010287 -0.103669 -0.085171 0.990905
816 0.013830 -0.979075 1.166816 0.010797 -0.104061 -0.085403 0.990839
817 0.012422 -0.976093 1.163262 0.011293 -0.104470 -0.085651 0.990769
818 0.011015 -0.973110 1.159707 0.011774 -0.104897 -0.085916 0.990695
819 0.009607 -0.970128 1.156153 0.012242 -0.105340 -0.086195 0.990618
820 0.008191 -0.967147 1.152600 0.012696 -0.105800 -0.086491 0.990537
821 0.006775 -0.964166 1.149048 0.013136 -0.106276 -0.086801 0.990454
822 0.005360 -0.961185 1.145495 0.013564 -0.106769 -0.087126 0.990366
823 0.003945 -0.958204 1.141943 0.013978 -0.107277 -0.087465 0.990276
824 0.002531 -0.955222 1.138390 0.014380 -0.107800 -0.087819 0.990182
825 0.001116 -0.952241 1.134837 0.014770 -0.108338 -0.088187 0.990085
826 -0.000288 -0.949258 1.131282 0.015147 -0.108892 -0.088568 0.989984
827 -0.001690 -0.946275 1.127726 0.015512 -0.109460 -0.088963 0.989881
828 -0.003092 -0.943291 1.124171 0.015866 -0.110042 -0.089370 0.989774
829 -0.004477 -0.940304 1.120611 0.016208 -0.110638 -0.089791 0.989664
830 -0.005853 -0.937316 1.117049 0.016539 -0.111248 -0.090224 0.989550
831 -0.007230 -0.934327 1.113488 0.016858 -0.111871 -0.090669 0.989434
832 -0.008581 -0.931334 1.109921 0.017167 -0.112507 -0.091126 0.989315
833 -0.009918 -0.928338 1.106350 0.017466 -0.113157 -0.091595 0.989192
834 -0.011255 -0.925342 1.102780 0.017754 -0.113818 -0.092075 0.989066
835 -0.012554 -0.922340 1.099202 0.018032 -0.114492 -0.092566 0.988938
836 -0.013835 -0.919334 1.095619 0.018300 -0.115178 -0.093069 0.988806
837 -0.015116 -0.916328 1.092037 0.018558 -0.115875 -0.093581 0.988671
838 -0.016344 -0.913312 1.088443 0.018807 -0.116583 -0.094105 0.988534
839 -0.017550 -0.910294 1.084846 0.019047 -0.117303 -0.094638 0.988393
840 -0.018757 -0.907275 1.081249 0.019278 -0.118033 -0.095181 0.988249
841 -0.019885 -0.904244 1.077636 0.019500 -0.118774 -0.095734 0.988103
842 -0.020997 -0.901211 1.074021 0.019714 -0.119524 -0.096295 0.987954
843 -0.022110 -0.898177 1.070406 0.019920 -0.120285 -0.096866 0.987801
844 -0.023109 -0.895127 1.066771 0.020118 -0.121055 -0.097446 0.987646
845 -0.024106 -0.892077 1.063136 0.020307 -0.121834 -0.098034 0.987488
846 -0.025080 -0.889024 1.059497 0.020490 -0.122622 -0.098630 0.987328
847 -0.025939 -0.885957 1.055842 0.020665 -0.123419 -0.099234 0.987164
848 -0.026798 -0.882889 1.052186 0.020833 -0.124224 -0.099846 0.986998
849 -0.027598 -0.879816 1.048523 0.020994 -0.125037 -0.100465 0.986829
850 -0.028297 -0.876732 1.044848 0.021149 -0.125857 -0.101091 0.986658
851 -0.028996 -0.873647 1.041172 0.021297 -0.126685 -0.101724 0.986483
852 -0.029590 -0.870555 1.037487 0.021439 -0.127520 -0.102363 0.986307
853 -0.030110 -0.867456 1.033794 0.021576 -0.128362 -0.103009 0.986127
854 -0.030630 -0.864357 1.030101 0.021707 -0.129211 -0.103661 0.985945
855 -0.030995 -0.861250 1.026397 0.021832 -0.130065 -0.104318 0.985761
856 -0.031321 -0.858140 1.022691 0.021952 -0.130926 -0.104982 0.985574
857 -0.031646 -0.855030 1.018985 0.022067 -0.131792 -0.105650 0.985384
858 -0.031772 -0.851915 1.015272 0.022178 -0.132663 -0.106323 0.985192
859 -0.031895 -0.848799 1.011559 0.022284 -0.133539 -0.107001 0.984998
860 -0.031990 -0.845683 1.007845 0.022386 -0.134421 -0.107683 0.984802
861 -0.031907 -0.842567 1.004132 0.022484 -0.135306 -0.108369 0.984603
862 -0.031824 -0.839451 1.000418 0.022578 -0.136196 -0.109059 0.984402
863 -0.031691 -0.836336 0.996706 0.022668 -0.137089 -0.109753 0.984199
864 -0.031404 -0.833224 0.992998 0.022756 -0.137986 -0.110450 0.983993
865 -0.031117 -0.830113 0.989290 0.022840 -0.138886 -0.111150 0.983786
866 -0.030771 -0.827005 0.985586 0.022921 -0.139789 -0.111852 0.983576
867 -0.030288 -0.823903 0.981890 0.023000 -0.140695 -0.112557 0.983365
868 -0.029803 -0.820802 0.978194 0.023077 -0.141603 -0.113265 0.983152
869 -0.029266 -0.817705 0.974503 0.023151 -0.142514 -0.113974 0.982936
870 -0.028594 -0.814618 0.970824 0.023224 -0.143426 -0.114685 0.982719
871 -0.027922 -0.811532 0.967146 0.023295 -0.144339 -0.115397 0.982500
872 -0.027215 -0.808449 0.963472 0.023364 -0.145254 -0.116110 0.982280
873 -0.026367 -0.805380 0.959815 0.023433 -0.146170 -0.116824 0.982058
874 -0.025519 -0.802312 0.956158 0.023500 -0.147086 -0.117539 0.981834
875 -0.024665 -0.799244 0.952501 0.023567 -0.148003 -0.118253 0.981609
876 -0.023653 -0.796195 0.948869 0.023633 -0.148919 -0.118968 0.981382
877 -0.022642 -0.793147 0.945236 0.023699 -0.149836 -0.119682 0.981154
878 -0.021630 -0.790099 0.941603 0.023764 -0.150752 -0.120396 0.980925
879 -0.020501 -0.787069 0.937992 0.023831 -0.151667 -0.121109 0.980694
880 -0.019340 -0.784042 0.934385 0.023897 -0.152582 -0.121821 0.980463
881 -0.018179 -0.781016 0.930779 0.023965 -0.153494 -0.122531 0.980230
882 -0.016956 -0.778001 0.927185 0.024033 -0.154406 -0.123239 0.979997
883 -0.015659 -0.774998 0.923606 0.024102 -0.155315 -0.123946 0.979762
884 -0.014362 -0.771994 0.920027 0.024173 -0.156223 -0.124650 0.979527
885 -0.013058 -0.768992 0.916449 0.024245 -0.157127 -0.125351 0.979291
886 -0.011638 -0.766012 0.912898 0.024319 -0.158029 -0.126050 0.979054
887 -0.010219 -0.763032 0.909346 0.024395 -0.158929 -0.126745 0.978817
888 -0.008800 -0.760052 0.905795 0.024474 -0.159825 -0.127437 0.978579
889 -0.007317 -0.757085 0.902258 0.024555 -0.160717 -0.128125 0.978341
890 -0.005788 -0.754127 0.898734 0.024639 -0.161605 -0.128809 0.978103
891 -0.004259 -0.751169 0.895208 0.024726 -0.162490 -0.129489 0.977864
892 -0.002726 -0.748212 0.891685 0.024816 -0.163370 -0.130164 0.977625
893 -0.001099 -0.745276 0.888186 0.024910 -0.164246 -0.130835 0.977387
894 0.000527 -0.742340 0.884687 0.025007 -0.165116 -0.131500 0.977148
895 0.002154 -0.739403 0.881188 0.025108 -0.165982 -0.132159 0.976910
896 0.003820 -0.736476 0.877700 0.025213 -0.166842 -0.132813 0.976672
897 0.005534 -0.733560 0.874226 0.025323 -0.167697 -0.133461 0.976435
898 0.007248 -0.730645 0.870752 0.025437 -0.168545 -0.134102 0.976198
899 0.008962 -0.727728 0.867278 0.025556 -0.169387 -0.134737 0.975961
900 0.010741 -0.724827 0.863824 0.025681 -0.170223 -0.135365 0.975726
901 0.012532 -0.721930 0.860374 0.025810 -0.171053 -0.135986 0.975491
902 0.014325 -0.719032 0.856924 0.025944 -0.171876 -0.136600 0.975257
903 0.016127 -0.716137 0.853477 0.026082 -0.172693 -0.137208 0.975023
904 0.017990 -0.713255 0.850051 0.026225 -0.173505 -0.137809 0.974791
905 0.019852 -0.710375 0.846624 0.026373 -0.174310 -0.138403 0.974559
906 0.021714 -0.707493 0.843198 0.026525 -0.175109 -0.138992 0.974328
907 0.023605 -0.704619 0.839781 0.026681 -0.175903 -0.139574 0.974097
908 0.025529 -0.701751 0.836377 0.026841 -0.176691 -0.140151 0.973867
909 0.027453 -0.698885 0.832973 0.027005 -0.177474 -0.140721 0.973638
910 0.029378 -0.696018 0.829569 0.027173 -0.178252 -0.141286 0.973410
911 0.031344 -0.693160 0.826182 0.027344 -0.179024 -0.141845 0.973182
912 0.033324 -0.690304 0.822800 0.027519 -0.179791 -0.142398 0.972955
913 0.035304 -0.687449 0.819417 0.027697 -0.180553 -0.142946 0.972728
914 0.037286 -0.684594 0.816037 0.027878 -0.181310 -0.143488 0.972502
915 0.039315 -0.681747 0.812676 0.028063 -0.182063 -0.144026 0.972277
916 0.041344 -0.678901 0.809316 0.028251 -0.182811 -0.144558 0.972052
917 0.043372 -0.676054 0.805955 0.028441 -0.183554 -0.145085 0.971828
918 0.045416 -0.673209 0.802603 0.028634 -0.184292 -0.145608 0.971604
919 0.047487 -0.670368 0.799264 0.028830 -0.185027 -0.146125 0.971381
920 0.049558 -0.667527 0.795924 0.029028 -0.185757 -0.146638 0.971159
921 0.051630 -0.664686 0.792586 0.029229 -0.186483 -0.147147 0.970936
922 0.053726 -0.661847 0.789261 0.029431 -0.187205 -0.147651 0.970715
923 0.055833 -0.659008 0.785943 0.029636 -0.187923 -0.148151 0.970494
924 0.057941 -0.656169 0.782626 0.029843 -0.188637 -0.148647 0.970273
925 0.060050 -0.653329 0.779308 0.030052 -0.189347 -0.149138 0.970053
926 0.062189 -0.650488 0.776012 0.030262 -0.190054 -0.149626 0.969833
927 0.064327 -0.647648 0.772716 0.030474 -0.190757 -0.150110 0.969613
928 0.066466 -0.644806 0.769420 0.030687 -0.191457 -0.150591 0.969394
929 0.068615 -0.641963 0.766133 0.030902 -0.192153 -0.151067 0.969175
930 0.070779 -0.639115 0.762858 0.031118 -0.192847 -0.151541 0.968957
931 0.072942 -0.636268 0.759584 0.031335 -0.193537 -0.152011 0.968738
932 0.075106 -0.633420 0.756310 0.031553 -0.194224 -0.152478 0.968520
933 0.077285 -0.630564 0.753054 0.031771 -0.194908 -0.152942 0.968303
934 0.079468 -0.627705 0.749802 0.031990 -0.195590 -0.153403 0.968085
935 0.081650 -0.624845 0.746550 0.032210 -0.196269 -0.153861 0.967868
936 0.083836 -0.621981 0.743306 0.032431 -0.196945 -0.154316 0.967651
937 0.086031 -0.619105 0.740078 0.032651 -0.197618 -0.154769 0.967433
938 0.088226 -0.616229 0.736850 0.032872 -0.198290 -0.155219 0.967216
939 0.090422 -0.613353 0.733621 0.033092 -0.198959 -0.155667 0.966999
940 0.092623 -0.610459 0.730415 0.033313 -0.199626 -0.156113 0.966783
941 0.094827 -0.607561 0.727212 0.033533 -0.200290 -0.156557 0.966566
942 0.097030 -0.604663 0.724010 0.033754 -0.200953 -0.156999 0.966349
943 0.099237 -0.601753 0.720820 0.033973 -0.201614 -0.157439 0.966132
944 0.101446 -0.598829 0.717646 0.034192 -0.202273 -0.157877 0.965915
945 0.103656 -0.595904 0.714472 0.034410 -0.202930 -0.158314 0.965698
946 0.105867 -0.592975 0.711303 0.034628 -0.203586 -0.158750 0.965480
947 0.108084 -0.590022 0.708161 0.034844 -0.204240 -0.159184 0.965263
948 0.110301 -0.587068 0.705019 0.035059 -0.204893 -0.159616 0.965045
949 0.112518 -0.584114 0.701877 0.035273 -0.205545 -0.160048 0.964827
950 0.114745 -0.581131 0.698771 0.035486 -0.206195 -0.160479 0.964609
951 0.116974 -0.578146 0.695667 0.035697 -0.206844 -0.160909 0.964391
952 0.119202 -0.575161 0.692563 0.035907 -0.207492 -0.161338 0.964172
953 0.121445 -0.572150 0.689496 0.036114 -0.208140 -0.161767 0.963953
954 0.123693 -0.569133 0.686437 0.036320 -0.208786 -0.162195 0.963733
955 0.125940 -0.566115 0.683378 0.036524 -0.209432 -0.162623 0.963513
956 0.128210 -0.563074 0.680360 0.036726 -0.210077 -0.163050 0.963293
957 0.130488 -0.560025 0.677355 0.036925 -0.210722 -0.163478 0.963072
958 0.132765 -0.556976 0.674350 0.037122 -0.211366 -0.163906 0.962851
959 0.135081 -0.553904 0.671399 0.037317 -0.212010 -0.164333 0.962628
960 0.137404 -0.550828 0.668459 0.037509 -0.212654 -0.164762 0.962406
961 0.139728 -0.547750 0.665519 0.037698 -0.213298 -0.165190 0.962183
962 0.142116 -0.544651 0.662656 0.037884 -0.213941 -0.165619 0.961959
963 0.144507 -0.541551 0.659794 0.038068 -0.214585 -0.166049 0.961734
964 0.146918 -0.538448 0.656954 0.038248 -0.215228 -0.166480 0.961508
965 0.149400 -0.535334 0.654188 0.038425 -0.215872 -0.166911 0.961282
966 0.151883 -0.532220 0.651423 0.038598 -0.216517 -0.167344 0.961055
967 0.154435 -0.529106 0.648723 0.038768 -0.217161 -0.167777 0.960827
968 0.157041 -0.525991 0.646073 0.038934 -0.217807 -0.168213 0.960598
969 0.159646 -0.522877 0.643423 0.039097 -0.218453 -0.168649 0.960368
970 0.162409 -0.519781 0.640915 0.039256 -0.219099 -0.169087 0.960137
971 0.165172 -0.516685 0.638406 0.039410 -0.219747 -0.169527 0.959906
972 0.168036 -0.513613 0.635987 0.039561 -0.220395 -0.169969 0.959673
973 0.170993 -0.510563 0.633650 0.039707 -0.221044 -0.170412 0.959439
974 0.173976 -0.507521 0.631335 0.039849 -0.221695 -0.170858 0.959203
975 0.177161 -0.504552 0.629204 0.039986 -0.222346 -0.171306 0.958967
976 0.180347 -0.501583 0.627072 0.040119 -0.222999 -0.171756 0.958729
977 0.183725 -0.498705 0.625122 0.040247 -0.223653 -0.172209 0.958490
978 0.187161 -0.495856 0.623230 0.040369 -0.224309 -0.172664 0.958250
979 0.190714 -0.493080 0.621458 0.040487 -0.224966 -0.173122 0.958008
980 0.194408 -0.490392 0.619835 0.040600 -0.225625 -0.173583 0.957765
981 0.198139 -0.487732 0.618254 0.040708 -0.226285 -0.174047 0.957521
982 0.202079 -0.485241 0.616920 0.040810 -0.226947 -0.174514 0.957274
983 0.206019 -0.482750 0.615586 0.040906 -0.227612 -0.174984 0.957027
984 0.210142 -0.480446 0.614500 0.040997 -0.228278 -0.175458 0.956777
985 0.214301 -0.478180 0.613464 0.041083 -0.228946 -0.175935 0.956526
986 0.218548 -0.476027 0.612567 0.041162 -0.229616 -0.176416 0.956274
987 0.222890 -0.474001 0.611825 0.041235 -0.230289 -0.176900 0.956019
988 0.227239 -0.471987 0.611096 0.041302 -0.230964 -0.177389 0.955763
989 0.231723 -0.470204 0.610629 0.041363 -0.231641 -0.177881 0.955505
990 0.236208 -0.468420 0.610163 0.041418 -0.232321 -0.178378 0.955245
991 0.240748 -0.466761 0.609830 0.041466 -0.233004 -0.178879 0.954983
992 0.245338 -0.465212 0.609615 0.041507 -0.233689 -0.179384 0.954719
993 0.249927 -0.463662 0.609400 0.041542 -0.234377 -0.179894 0.954453
994 0.254582 -0.462307 0.609384 0.041569 -0.235067 -0.180409 0.954184
995 0.259243 -0.460974 0.609391 0.041590 -0.235761 -0.180929 0.953914
996 0.263912 -0.459668 0.609423 0.041604 -0.236457 -0.181453 0.953641
997 0.268621 -0.458529 0.609620 0.041610 -0.237157 -0.181983 0.953366
998 0.273330 -0.457390 0.609817 0.041609 -0.237860 -0.182518 0.953089
999 0.278045 -0.456290 0.610052 0.041601 -0.238566 -0.183058 0.952809
1000 0.282783 -0.455320 0.610408 0.041591 -0.239271 -0.183609 0.952527
1001 0.287520 -0.454350 0.610764 0.041585 -0.239973 -0.184175 0.952241
1002 0.292260 -0.453406 0.611146 0.041584 -0.240670 -0.184756 0.951953
1003 0.297013 -0.452579 0.611634 0.041588 -0.241364 -0.185352 0.951661
1004 0.301766 -0.451752 0.612122 0.041596 -0.242054 -0.185962 0.951366
1005 0.306518 -0.450925 0.612610 0.041608 -0.242741 -0.186587 0.951068
1006 0.311278 -0.450214 0.613203 0.041624 -0.243425 -0.187226 0.950767
1007 0.316038 -0.449506 0.613798 0.041645 -0.244105 -0.187879 0.950463
1008 0.320798 -0.448797 0.614392 0.041670 -0.244783 -0.188546 0.950155
1009 0.325558 -0.448149 0.615040 0.041699 -0.245459 -0.189226 0.949845
1010 0.330320 -0.447535 0.615718 0.041731 -0.246132 -0.189919 0.949531
1011 0.335082 -0.446922 0.616397 0.041768 -0.246803 -0.190625 0.949213
1012 0.339843 -0.446320 0.617085 0.041809 -0.247472 -0.191343 0.948893
1013 0.344604 -0.445782 0.617829 0.041854 -0.248139 -0.192075 0.948569
1014 0.349366 -0.445244 0.618572 0.041902 -0.248805 -0.192818 0.948241
1015 0.354127 -0.444707 0.619316 0.041954 -0.249470 -0.193573 0.947910
1016 0.358887 -0.444201 0.620086 0.042010 -0.250133 -0.194340 0.947576
1017 0.363646 -0.443724 0.620881 0.042070 -0.250796 -0.195119 0.947238
1018 0.368406 -0.443247 0.621675 0.042132 -0.251458 -0.195909 0.946897
1019 0.373165 -0.442770 0.622469 0.042199 -0.252119 -0.196710 0.946552
1020 0.377923 -0.442329 0.623293 0.042269 -0.252780 -0.197521 0.946203
1021 0.382681 -0.441899 0.624125 0.042342 -0.253441 -0.198344 0.945851
1022 0.387438 -0.441469 0.624958 0.042418 -0.254103 -0.199176 0.945495
1023 0.392195 -0.441039 0.625791 0.042497 -0.254764 -0.200019 0.945136
1024 0.396951 -0.440642 0.626648 0.042580 -0.255426 -0.200871 0.944773
1025 0.401707 -0.440250 0.627509 0.042666 -0.256088 -0.201734 0.944406
1026 0.406463 -0.439857 0.628369 0.042754 -0.256752 -0.202605 0.944035
1027 0.411218 -0.439464 0.629230 0.042846 -0.257417 -0.203486 0.943660
1028 0.415972 -0.439096 0.630107 0.042940 -0.258082 -0.204375 0.943282
1029 0.420726 -0.438732 0.630987 0.043037 -0.258750 -0.205274 0.942899
1030 0.425481 -0.438368 0.631867 0.043137 -0.259419 -0.206180 0.942513
1031 0.430235 -0.438004 0.632747 0.043239 -0.260090 -0.207095 0.942123
1032 0.434989 -0.437655 0.633636 0.043344 -0.260763 -0.208018 0.941728
1033 0.439742 -0.437313 0.634529 0.043451 -0.261438 -0.208949 0.941330
1034 0.444496 -0.436970 0.635422 0.043561 -0.262116 -0.209887 0.940928
1035 0.449250 -0.436628 0.636314 0.043672 -0.262797 -0.210832 0.940521
1036 0.454003 -0.436293 0.637210 0.043786 -0.263480 -0.211784 0.940111
1037 0.458756 -0.435967 0.638110 0.043902 -0.264167 -0.212744 0.939696
